loss_fn,clean,outlier,percent_change
MSE,2.5731067657470703,10.144366264343262,294.2458353996037
MedSE,2.5736093521118164,2.5802934169769287,0.25971559590532217
T-MSE,2.5451760292053223,2.556539297103882,0.44646294669479153
